state_abbreviation,state_name,report_date,state_expanded_medicaid,preliminary_updated,final_report,new_applications_submitted_to_medicaid_and_chip_agencies,new_applications_submitted_to_medicaid_and_chip_agencies__f_85d7,applications_for_financial_assistance_submitted_to_the_stat_104d,applications_for_financial_assistance_submitted_to_the_stat_c640,total_applications_for_financial_assistance_submitted_at_st_d6fa,total_applications_for_financial_assistance_submitted_at_st_9919,individuals_determined_eligible_for_medicaid_at_application,individuals_determined_eligible_for_medicaid_at_application_4f96,individuals_determined_eligible_for_chip_at_application,individuals_determined_eligible_for_chip_at_application__fo_e28a,total_medicaid_and_chip_determinations,total_medicaid_and_chip_determinations__footnotes,medicaid_and_chip_child_enrollment,medicaid_and_chip_child_enrollment__footnotes,total_medicaid_and_chip_enrollment,total_medicaid_and_chip_enrollment__footnotes,total_medicaid_enrollment,total_medicaid_enrollment__footnotes,total_chip_enrollment,total_chip_enrollment__footnotes
SD,"South Dakota",2019-01-01,N,U,Y,2801,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2801,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1691,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1691,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",79118,,111178,,95120,,16058,
SD,"South Dakota",2019-01-01,N,P,N,2801,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2801,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1691,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1691,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",79118,,111178,,95120,,16058,
SD,"South Dakota",2019-02-01,N,P,N,2171,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2171,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1226,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1226,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",79184,,111231,,95205,,16026,
SD,"South Dakota",2019-02-01,N,U,Y,2171,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2171,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1226,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1226,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",79184,,111231,,95205,,16026,
SD,"South Dakota",2019-03-01,N,P,N,2397,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2397,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1321,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1321,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",78888,,110982,,95058,,15924,
SD,"South Dakota",2019-03-01,N,U,Y,2397,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2397,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1321,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1321,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",78888,,110982,,95058,,15924,
SD,"South Dakota",2019-04-01,N,P,N,2488,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2488,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1396,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1396,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",78822,,110889,,95114,,15775,
SD,"South Dakota",2019-04-01,N,U,Y,2488,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2488,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1396,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1396,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",78822,,110889,,95114,,15775,
SD,"South Dakota",2019-05-01,N,P,N,2657,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2657,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1538,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1538,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",78976,,111113,,95460,,15653,
SD,"South Dakota",2019-05-01,N,U,Y,2657,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2657,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1538,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1538,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",78976,,111113,,95460,,15653,
SD,"South Dakota",2019-06-01,N,U,Y,2450,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2450,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1381,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1381,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",78520,,110442,,94830,,15612,
SD,"South Dakota",2019-06-01,N,P,N,2450,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2450,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1381,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1381,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",78520,,110442,,94830,,15612,
SD,"South Dakota",2019-07-01,N,P,N,2847,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2847,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1606,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1606,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",78414,,110329,,94776,,15553,
SD,"South Dakota",2019-07-01,N,U,Y,2847,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2847,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1606,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1606,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",78414,,110329,,94776,,15553,
SD,"South Dakota",2019-08-01,N,U,Y,2874,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2874,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1670,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1670,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",78229,,110043,,94510,,15533,
SD,"South Dakota",2019-08-01,N,P,N,2874,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2874,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1670,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1670,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",78229,,110043,,94510,,15533,
SD,"South Dakota",2019-09-01,N,U,Y,2675,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2675,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1570,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1570,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",78066,,109764,,94162,,15602,
SD,"South Dakota",2019-09-01,N,P,N,2675,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2675,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1570,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1570,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",78066,,109764,,94162,,15602,
SD,"South Dakota",2019-10-01,N,P,N,2856,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2856,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1634,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1634,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",78019,,109732,,93971,,15761,
SD,"South Dakota",2019-10-01,N,U,Y,2856,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2856,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1634,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1634,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",78019,,109732,,93971,,15761,
SD,"South Dakota",2019-11-01,N,U,Y,3239,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,3239,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1442,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1442,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",77647,,109187,,93570,,15617,
SD,"South Dakota",2019-11-01,N,P,N,3239,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,3239,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1442,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1442,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",77647,,109187,,93570,,15617,
SD,"South Dakota",2019-12-01,N,P,N,3313,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,3313,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1449,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1449,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",77491,,108795,,93182,,15613,
SD,"South Dakota",2019-12-01,N,U,Y,3313,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,3313,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1449,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1449,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",77491,,108795,,93182,,15613,
SD,"South Dakota",2020-01-01,N,U,Y,2983,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2983,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1704,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1704,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",77776,,109264,,93533,,15731,
SD,"South Dakota",2020-01-01,N,P,N,2983,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2983,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1704,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1704,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",77776,,109264,,93533,,15731,
SD,"South Dakota",2020-02-01,N,U,Y,2240,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2240,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1406,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1406,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",77955,,109585,,93838,,15747,
SD,"South Dakota",2020-02-01,N,P,N,2240,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2240,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1406,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1406,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",77955,,109585,,93838,,15747,
SD,"South Dakota",2020-03-01,N,P,N,2325,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2325,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1178,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1178,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",77643,,109178,,93593,,15585,
SD,"South Dakota",2020-03-01,N,U,Y,2325,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2325,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1178,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1178,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",77643,,109178,,93593,,15585,
SD,"South Dakota",2020-04-01,N,U,Y,4541,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,4541,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",2271,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,2271,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",78575,,110561,,95048,,15513,
SD,"South Dakota",2020-04-01,N,P,N,4541,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,4541,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",2271,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,2271,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",78575,,110561,,95048,,15513,
SD,"South Dakota",2020-05-01,N,P,N,1706,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,1706,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",837,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,837,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",79732,,112232,,96723,,15509,
SD,"South Dakota",2020-05-01,N,U,Y,1706,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,1706,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",837,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,837,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",79732,,112232,,96723,,15509,
SD,"South Dakota",2020-06-01,N,U,Y,2130,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2130,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",959,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,959,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",80850,,114059,,98440,,15619,
SD,"South Dakota",2020-06-01,N,P,N,2130,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2130,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",959,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,959,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",80850,,114059,,98440,,15619,
SD,"South Dakota",2020-07-01,N,U,Y,2166,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2166,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1077,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1077,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",81956,,115715,,99912,,15803,
SD,"South Dakota",2020-07-01,N,P,N,2166,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2166,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",1077,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,1077,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",81956,,115715,,99912,,15803,
SD,"South Dakota",2020-08-01,N,P,N,2233,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2233,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",956,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,956,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",82944,,117303,,101320,,15983,
SD,"South Dakota",2020-08-01,N,U,Y,2233,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2233,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",956,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,956,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",82944,,117303,,101320,,15983,
SD,"South Dakota",2020-09-01,N,U,Y,2133,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2133,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",947,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,947,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",83943,,118950,,102835,,16115,
SD,"South Dakota",2020-09-01,N,P,N,2133,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2133,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",947,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,947,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",83943,,118950,,102835,,16115,
SD,"South Dakota",2020-10-01,N,U,Y,2120,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2120,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",943,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,943,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",84853,,120430,,104055,,16375,
SD,"South Dakota",2020-10-01,N,P,N,2120,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2120,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",943,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,943,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",84853,,120430,,104055,,16375,
SD,"South Dakota",2020-11-01,N,P,N,2748,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2748,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",833,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,833,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",85692,,121622,,104926,,16696,
SD,"South Dakota",2020-11-01,N,U,Y,2748,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers",,,2748,"Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers",833,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,,833,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",85692,,121622,,104926,,16696,
